2.245230674743652344e+00	3.883591651916503906e+00	3.221457958221435547e+00	2.531096696853637695e+00	5.380410671234130859e+00	5.599423408508300781e+00	6.822853088378906250e+00	9.956987380981445312e+00	1.266415119171142578e+01	7.330968856811523438e+00	4.805455684661865234e+00	5.389054298400878906e+00	2.245230674743652344e+00
3.915950775146484375e+00	2.287575006484985352e+00	4.438039302825927734e+00	5.035233497619628906e+00	4.635928630828857422e+00	4.005253791809082031e+00	4.896968364715576172e+00	4.532565116882324219e+00	4.814558982849121094e+00	2.547393083572387695e+00	2.215286493301391602e+00	3.336199283599853516e+00	3.915950775146484375e+00
4.271811485290527344e+00	5.210370063781738281e+00	7.076138496398925781e+00	6.980488777160644531e+00	5.964401721954345703e+00	4.485342979431152344e+00	3.159408569335937500e+00	2.324240922927856445e+00	2.080222129821777344e+00	2.520901441574096680e+00	3.553842544555664062e+00	3.115997314453125000e+00	4.271811485290527344e+00
5.960880279541015625e+00	5.971950054168701172e+00	5.890361309051513672e+00	5.962641239166259766e+00	5.513406276702880859e+00	5.367080211639404297e+00	5.920258045196533203e+00	6.038212299346923828e+00	4.997805595397949219e+00	4.105873107910156250e+00	5.161798477172851562e+00	5.746981143951416016e+00	5.960880279541015625e+00
2.956743240356445312e+00	2.234097957611083984e+00	1.694445848464965820e+00	2.622170686721801758e+00	3.509738206863403320e+00	4.320956707000732422e+00	4.067097187042236328e+00	5.097225189208984375e+00	6.832918167114257812e+00	7.193013191223144531e+00	5.975842952728271484e+00	4.473678112030029297e+00	2.956743240356445312e+00
4.726140975952148438e+00	4.651187419891357422e+00	4.818502902984619141e+00	2.239665746688842773e+00	2.114764451980590820e+00	3.323282241821289062e+00	4.303040504455566406e+00	2.213543176651000977e+00	4.788455963134765625e+00	3.079028129577636719e+00	4.624631881713867188e+00	4.024323463439941406e+00	4.726140975952148438e+00
6.885222434997558594e+00	1.000310897827148438e+01	1.280624389648437500e+01	8.268126487731933594e+00	4.755947113037109375e+00	5.397100448608398438e+00	2.094334602355957031e+00	3.880447387695312500e+00	3.462361812591552734e+00	0.000000000000000000e+00	5.275319576263427734e+00	5.669865131378173828e+00	6.885222434997558594e+00
5.336562633514404297e+00	8.218006134033203125e+00	1.025425243377685547e+01	7.037499427795410156e+00	4.799689292907714844e+00	4.771142959594726562e+00	5.248995780944824219e+00	3.793495655059814453e+00	3.260179996490478516e+00	1.605462670326232910e+00	5.543980598449707031e+00	5.154596805572509766e+00	5.336562633514404297e+00
3.883277177810668945e+00	5.490829944610595703e+00	6.150286197662353516e+00	4.698741436004638672e+00	2.789226531982421875e+00	4.012133121490478516e+00	3.875730514526367188e+00	2.888958930969238281e+00	1.990145921707153320e+00	2.721027851104736328e+00	3.573626518249511719e+00	3.183841228485107422e+00	3.883277177810668945e+00
2.577337980270385742e+00	2.020090818405151367e+00	2.151649236679077148e+00	2.408560752868652344e+00	2.362859964370727539e+00	2.356669902801513672e+00	2.383841514587402344e+00	1.664401650428771973e+00	1.847468733787536621e+00	2.128479242324829102e+00	1.430438280105590820e+00	1.551796197891235352e+00	2.577337980270385742e+00
3.805487632751464844e+00	2.878682851791381836e+00	1.983018636703491211e+00	2.854125976562500000e+00	3.568842172622680664e+00	2.404444217681884766e+00	3.930074214935302734e+00	5.401270866394042969e+00	6.213322639465332031e+00	4.657288551330566406e+00	2.721363067626953125e+00	3.977402687072753906e+00	3.805487632751464844e+00
5.249294757843017578e+00	3.555119514465332031e+00	3.248506307601928711e+00	3.383595943450927734e+00	5.987575054168701172e+00	5.197484016418457031e+00	5.543387413024902344e+00	8.318205833435058594e+00	1.031813621520996094e+01	5.992852687835693359e+00	4.742568492889404297e+00	4.750778675079345703e+00	5.249294757843017578e+00
2.245230674743652344e+00	3.883591651916503906e+00	3.221457958221435547e+00	2.531096696853637695e+00	5.380410671234130859e+00	5.599423408508300781e+00	6.822853088378906250e+00	9.956987380981445312e+00	1.266415119171142578e+01	7.330968856811523438e+00	4.805455684661865234e+00	5.389054298400878906e+00	2.245230674743652344e+00
