8.681182098388671875e+01	8.706228637695312500e+01	8.699658203125000000e+01	8.705031585693359375e+01	8.704504394531250000e+01	8.702870941162109375e+01	8.701745605468750000e+01	8.702526092529296875e+01	8.708425140380859375e+01	8.689585113525390625e+01	8.703869628906250000e+01	8.707371520996093750e+01	8.704885864257812500e+01	8.699967193603515625e+01	8.700148773193359375e+01	8.703034973144531250e+01	8.704685974121093750e+01	8.710530090332031250e+01	8.701763916015625000e+01	8.714232635498046875e+01	8.702980041503906250e+01	8.703814697265625000e+01	8.704214477539062500e+01	8.704232788085937500e+01	8.702362823486328125e+01	8.702762603759765625e+01	8.703814697265625000e+01	8.719297027587890625e+01	8.704504394531250000e+01	8.707553100585937500e+01	8.701908874511718750e+01	8.701437377929687500e+01	8.702671813964843750e+01	8.702471160888671875e+01	8.707426452636718750e+01	8.707462310791015625e+01	8.680129241943359375e+01
8.703814697265625000e+01	8.701745605468750000e+01	8.704649353027343750e+01	8.711020660400390625e+01	8.707099914550781250e+01	8.703415679931640625e+01	8.707244873046875000e+01	8.699604034423828125e+01	8.706392669677734375e+01	8.688495635986328125e+01	8.704359436035156250e+01	8.701600646972656250e+01	8.707281494140625000e+01	8.703269958496093750e+01	8.705792999267578125e+01	8.702344512939453125e+01	8.702581024169921875e+01	8.713633728027343750e+01	8.708370208740234375e+01	8.716900634765625000e+01	8.705938720703125000e+01	8.702762603759765625e+01	8.699404907226562500e+01	8.704104614257812500e+01	8.703869628906250000e+01	8.706282806396484375e+01	8.705757141113281250e+01	8.722636413574218750e+01	8.702236175537109375e+01	8.705084991455078125e+01	8.701600646972656250e+01	8.706029510498046875e+01	8.703905487060546875e+01	8.705883789062500000e+01	8.705538940429687500e+01	8.709477996826171875e+01	8.703705596923828125e+01
8.701382446289062500e+01	8.712508392333984375e+01	8.705084991455078125e+01	8.704032897949218750e+01	8.708896636962890625e+01	8.704159545898437500e+01	8.702889251708984375e+01	8.703288269042968750e+01	8.705919647216796875e+01	8.687770080566406250e+01	8.707209014892578125e+01	8.704921722412109375e+01	8.702526092529296875e+01	8.701854705810546875e+01	8.702145385742187500e+01	8.702417755126953125e+01	8.702362823486328125e+01	8.705012512207031250e+01	8.703996276855468750e+01	8.705393981933593750e+01	8.706301879882812500e+01	8.703269958496093750e+01	8.704504394531250000e+01	8.702816772460937500e+01	8.708261108398437500e+01	8.706882476806640625e+01	8.704921722412109375e+01	8.719605255126953125e+01	8.703269958496093750e+01	8.701382446289062500e+01	8.703488159179687500e+01	8.705828857421875000e+01	8.705103302001953125e+01	8.705031585693359375e+01	8.706120300292968750e+01	8.709931945800781250e+01	8.701618957519531250e+01
8.705593872070312500e+01	8.708279418945312500e+01	8.709332275390625000e+01	8.708007049560546875e+01	8.710348510742187500e+01	8.706536865234375000e+01	8.705158233642578125e+01	8.707045745849609375e+01	8.698333740234375000e+01	8.691073608398437500e+01	8.707335662841796875e+01	8.705012512207031250e+01	8.706900024414062500e+01	8.702217864990234375e+01	8.706392669677734375e+01	8.700729370117187500e+01	8.702253723144531250e+01	8.701691436767578125e+01	8.704323577880859375e+01	8.705738067626953125e+01	8.701963806152343750e+01	8.698823547363281250e+01	8.702054595947265625e+01	8.697589874267578125e+01	8.706065368652343750e+01	8.706682586669921875e+01	8.701328277587890625e+01	8.717935943603515625e+01	8.706900024414062500e+01	8.701636505126953125e+01	8.702616882324218750e+01	8.698278808593750000e+01	8.702635192871093750e+01	8.702853393554687500e+01	8.703197479248046875e+01	8.708460998535156250e+01	8.705938720703125000e+01
8.706483459472656250e+01	8.708188629150390625e+01	8.702181243896484375e+01	8.706755828857421875e+01	8.712472534179687500e+01	8.706446075439453125e+01	8.701291656494140625e+01	8.703960418701171875e+01	8.706192016601562500e+01	8.690111541748046875e+01	8.708733367919921875e+01	8.705194091796875000e+01	8.703143310546875000e+01	8.700257110595703125e+01	8.704921722412109375e+01	8.705557250976562500e+01	8.708188629150390625e+01	8.705992889404296875e+01	8.703197479248046875e+01	8.700347900390625000e+01	8.701074218750000000e+01	8.702289581298828125e+01	8.706519317626953125e+01	8.700057983398437500e+01	8.703234100341796875e+01	8.700729370117187500e+01	8.704104614257812500e+01	8.723108673095703125e+01	8.703723907470703125e+01	8.704214477539062500e+01	8.703542327880859375e+01	8.696845245361328125e+01	8.699876403808593750e+01	8.704903411865234375e+01	8.704286193847656250e+01	8.704577636718750000e+01	8.707462310791015625e+01
8.705175781250000000e+01	8.708733367919921875e+01	8.701055908203125000e+01	8.709767913818359375e+01	8.706846618652343750e+01	8.707462310791015625e+01	8.706138610839843750e+01	8.713017272949218750e+01	8.705666351318359375e+01	8.685157012939453125e+01	8.705902099609375000e+01	8.704396057128906250e+01	8.704921722412109375e+01	8.701927185058593750e+01	8.707027435302734375e+01	8.702834320068359375e+01	8.702961730957031250e+01	8.699440765380859375e+01	8.702453613281250000e+01	8.704268646240234375e+01	8.711328887939453125e+01	8.703542327880859375e+01	8.701219940185546875e+01	8.703977966308593750e+01	8.705847930908203125e+01	8.704032897949218750e+01	8.702054595947265625e+01	8.718933868408203125e+01	8.701691436767578125e+01	8.703597259521484375e+01	8.702780151367187500e+01	8.698297119140625000e+01	8.696772766113281250e+01	8.702326965332031250e+01	8.697116851806640625e+01	8.707952880859375000e+01	8.705067443847656250e+01
8.708896636962890625e+01	8.704195404052734375e+01	8.710421752929687500e+01	8.709332275390625000e+01	8.702054595947265625e+01	8.702253723144531250e+01	8.704940795898437500e+01	8.701745605468750000e+01	8.706337738037109375e+01	8.692380523681640625e+01	8.706246948242187500e+01	8.706410217285156250e+01	8.706065368652343750e+01	8.703542327880859375e+01	8.700438690185546875e+01	8.702471160888671875e+01	8.705194091796875000e+01	8.701891326904296875e+01	8.701600646972656250e+01	8.703433990478515625e+01	8.704958343505859375e+01	8.700148773193359375e+01	8.703506469726562500e+01	8.701709747314453125e+01	8.705067443847656250e+01	8.704994201660156250e+01	8.704431915283203125e+01	8.719677734375000000e+01	8.703905487060546875e+01	8.699985504150390625e+01	8.701092529296875000e+01	8.702725982666015625e+01	8.705757141113281250e+01	8.702236175537109375e+01	8.700983428955078125e+01	8.700003051757812500e+01	8.710784149169921875e+01
8.710295104980468750e+01	8.696100616455078125e+01	8.706156158447265625e+01	8.708261108398437500e+01	8.707626342773437500e+01	8.710729980468750000e+01	8.707118225097656250e+01	8.706301879882812500e+01	8.701401519775390625e+01	8.693723297119140625e+01	8.705249023437500000e+01	8.704431915283203125e+01	8.707590484619140625e+01	8.701273345947265625e+01	8.708878326416015625e+01	8.696355438232421875e+01	8.702108001708984375e+01	8.698061370849609375e+01	8.707880401611328125e+01	8.709350585937500000e+01	8.702889251708984375e+01	8.706501007080078125e+01	8.705811309814453125e+01	8.707989501953125000e+01	8.702198791503906250e+01	8.707662963867187500e+01	8.696627807617187500e+01	8.724777984619140625e+01	8.706120300292968750e+01	8.705194091796875000e+01	8.703560638427734375e+01	8.704068756103515625e+01	8.696863555908203125e+01	8.706101226806640625e+01	8.701545715332031250e+01	8.711273956298828125e+01	8.710185241699218750e+01
8.698805236816406250e+01	8.704668426513671875e+01	8.703216552734375000e+01	8.703234100341796875e+01	8.699586486816406250e+01	8.713796997070312500e+01	8.702453613281250000e+01	8.714359283447265625e+01	8.699821472167968750e+01	8.694721984863281250e+01	8.702870941162109375e+01	8.708389282226562500e+01	8.712654113769531250e+01	8.705702209472656250e+01	8.712272644042968750e+01	8.704486846923828125e+01	8.704921722412109375e+01	8.708697509765625000e+01	8.705811309814453125e+01	8.708661651611328125e+01	8.709441375732421875e+01	8.706773376464843750e+01	8.705448150634765625e+01	8.712110137939453125e+01	8.710910797119140625e+01	8.709894561767578125e+01	8.707989501953125000e+01	8.724704742431640625e+01	8.705957031250000000e+01	8.706428527832031250e+01	8.707154083251953125e+01	8.705158233642578125e+01	8.714559936523437500e+01	8.715721130371093750e+01	8.707844543457031250e+01	8.704376983642578125e+01	8.698787689208984375e+01
8.721112060546875000e+01	8.708551788330078125e+01	8.708061981201171875e+01	8.706645965576171875e+01	8.716102600097656250e+01	8.711311340332031250e+01	8.707898712158203125e+01	8.705792999267578125e+01	8.710929870605468750e+01	8.691999053955078125e+01	8.709005737304687500e+01	8.708026123046875000e+01	8.708769989013671875e+01	8.708824157714843750e+01	8.707789611816406250e+01	8.706211090087890625e+01	8.709549713134765625e+01	8.714033508300781250e+01	8.699894714355468750e+01	8.713579559326171875e+01	8.712889862060546875e+01	8.708570861816406250e+01	8.707299804687500000e+01	8.701528167724609375e+01	8.701673889160156250e+01	8.701382446289062500e+01	8.710439300537109375e+01	8.724505615234375000e+01	8.705158233642578125e+01	8.704305267333984375e+01	8.709150695800781250e+01	8.709024047851562500e+01	8.713996887207031250e+01	8.707099914550781250e+01	8.710585021972656250e+01	8.704812622070312500e+01	8.713906097412109375e+01
8.711202239990234375e+01	8.707862854003906250e+01	8.703125762939453125e+01	8.706120300292968750e+01	8.701055908203125000e+01	8.707572174072265625e+01	8.709150695800781250e+01	8.700547790527343750e+01	8.708606719970703125e+01	8.687335205078125000e+01	8.707789611816406250e+01	8.704759216308593750e+01	8.711818695068359375e+01	8.707989501953125000e+01	8.709640502929687500e+01	8.702780151367187500e+01	8.707971191406250000e+01	8.719206237792968750e+01	8.705775451660156250e+01	8.704414367675781250e+01	8.699259185791015625e+01	8.709713745117187500e+01	8.704685974121093750e+01	8.702689361572265625e+01	8.707335662841796875e+01	8.706700897216796875e+01	8.706446075439453125e+01	8.722962951660156250e+01	8.705122375488281250e+01	8.703488159179687500e+01	8.707209014892578125e+01	8.706010437011718750e+01	8.704522705078125000e+01	8.699240875244140625e+01	8.705303192138671875e+01	8.701654815673828125e+01	8.710602569580078125e+01
8.705175781250000000e+01	8.708134460449218750e+01	8.706574249267578125e+01	8.703360748291015625e+01	8.704087066650390625e+01	8.706501007080078125e+01	8.705266571044921875e+01	8.704013824462890625e+01	8.706047821044921875e+01	8.688404846191406250e+01	8.704250335693359375e+01	8.705212402343750000e+01	8.706591796875000000e+01	8.704685974121093750e+01	8.700239562988281250e+01	8.705847930908203125e+01	8.707789611816406250e+01	8.704104614257812500e+01	8.706864166259765625e+01	8.702072143554687500e+01	8.708679199218750000e+01	8.707590484619140625e+01	8.705230712890625000e+01	8.696264648437500000e+01	8.707118225097656250e+01	8.702870941162109375e+01	8.707227325439453125e+01	8.722962951660156250e+01	8.702561950683593750e+01	8.709858703613281250e+01	8.707626342773437500e+01	8.702289581298828125e+01	8.701219940185546875e+01	8.701691436767578125e+01	8.700746917724609375e+01	8.704341125488281250e+01	8.706120300292968750e+01
8.703669738769531250e+01	8.705702209472656250e+01	8.708243560791015625e+01	8.702072143554687500e+01	8.708007049560546875e+01	8.703542327880859375e+01	8.699495697021484375e+01	8.703723907470703125e+01	8.706410217285156250e+01	8.686917114257812500e+01	8.701618957519531250e+01	8.702289581298828125e+01	8.700965118408203125e+01	8.696572875976562500e+01	8.709387207031250000e+01	8.698878479003906250e+01	8.699586486816406250e+01	8.710729980468750000e+01	8.700765991210937500e+01	8.703360748291015625e+01	8.700801849365234375e+01	8.700547790527343750e+01	8.701237487792968750e+01	8.701437377929687500e+01	8.703651428222656250e+01	8.700166320800781250e+01	8.709405517578125000e+01	8.723471832275390625e+01	8.702526092529296875e+01	8.706519317626953125e+01	8.702816772460937500e+01	8.697499084472656250e+01	8.706519317626953125e+01	8.701509857177734375e+01	8.699531555175781250e+01	8.705303192138671875e+01	8.703688049316406250e+01
8.695465850830078125e+01	8.698551177978515625e+01	8.703015899658203125e+01	8.705194091796875000e+01	8.702816772460937500e+01	8.704305267333984375e+01	8.700457000732421875e+01	8.704250335693359375e+01	8.705666351318359375e+01	8.686390686035156250e+01	8.703887176513671875e+01	8.704376983642578125e+01	8.700620269775390625e+01	8.706101226806640625e+01	8.700983428955078125e+01	8.704885864257812500e+01	8.705866241455078125e+01	8.698769378662109375e+01	8.708389282226562500e+01	8.705902099609375000e+01	8.703669738769531250e+01	8.704867553710937500e+01	8.707227325439453125e+01	8.701564025878906250e+01	8.709205627441406250e+01	8.707626342773437500e+01	8.710839080810546875e+01	8.721347045898437500e+01	8.705049133300781250e+01	8.702362823486328125e+01	8.702762603759765625e+01	8.708642578125000000e+01	8.705212402343750000e+01	8.699677276611328125e+01	8.702599334716796875e+01	8.703179168701171875e+01	8.695356750488281250e+01
